source,source_type,route,origin,destination,travel_date,booking_window,base_fare,taxes,convenience_fee,total_fare,fare_class,availability,scrape_timestamp,flight_number,airline_code,raw_payload
Air India Express,airline,BOM-GOI,BOM,GOI,2026-10-23,T+45,2031.76,482.18,0.0,2513.94,Economy,Available,2026-09-08T08:51:44.821495,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.821431', 'source': 'Air India Express'}"
MakeMyTrip,ota,BOM-GOI,BOM,GOI,2026-10-23,T+45,2154.72,447.41,350.0,2952.13,Economy,Available,2026-09-08T08:51:53.078144,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:53.078068', 'source': 'MakeMyTrip'}"
Yatra,ota,BOM-GOI,BOM,GOI,2026-10-23,T+45,2368.3,454.5,350.0,3172.8,Economy,Available,2026-09-08T08:51:50.449495,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.449424', 'source': 'Yatra'}"
EaseMyTrip,ota,BOM-GOI,BOM,GOI,2026-10-23,T+45,2319.49,498.16,0.0,2817.65,Economy,Available,2026-09-08T08:51:42.199214,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.199185', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BOM-GOI,BOM,GOI,2026-10-23,T+45,2385.28,541.88,350.0,3277.16,Economy,Available,2026-09-08T08:51:43.875899,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.875835', 'source': 'Cleartrip'}"
Ixigo,ota,BOM-GOI,BOM,GOI,2026-10-23,T+45,2161.45,397.88,350.0,2909.33,Economy,Available,2026-09-08T08:51:42.817573,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.817504', 'source': 'Ixigo'}"
Goibibo,ota,BOM-GOI,BOM,GOI,2026-10-23,T+45,2257.84,453.28,350.0,3061.12,Economy,Available,2026-09-08T08:51:53.147348,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:53.147292', 'source': 'Goibibo'}"
IndiGo,airline,BLR-HYD,BLR,HYD,2026-09-09,T+1,3693.56,841.41,0.0,4534.97,Economy,Available,2026-09-08T08:51:53.153508,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:53.153436', 'source': 'IndiGo'}"
Air India,airline,BLR-HYD,BLR,HYD,2026-09-09,T+1,4267.33,932.22,0.0,5199.55,Economy,Available,2026-09-08T08:51:53.067984,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:53.067914', 'source': 'Air India'}"
Akasa Air,airline,BLR-HYD,BLR,HYD,2026-09-09,T+1,3467.8,730.56,0.0,4198.36,Economy,Available,2026-09-08T08:51:43.024281,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:43.024243', 'source': 'Akasa Air'}"
SpiceJet,airline,BLR-HYD,BLR,HYD,2026-09-09,T+1,3434.84,740.8,0.0,4175.64,Economy,Available,2026-09-08T08:51:43.025694,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.025672', 'source': 'SpiceJet'}"
Air India Express,airline,BLR-HYD,BLR,HYD,2026-09-09,T+1,3283.63,689.97,0.0,3973.6,Economy,Available,2026-09-08T08:51:44.814285,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.814220', 'source': 'Air India Express'}"
MakeMyTrip,ota,BLR-HYD,BLR,HYD,2026-09-09,T+1,3689.03,850.31,350.0,4889.34,Economy,Available,2026-09-08T08:51:53.055597,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:53.055526', 'source': 'MakeMyTrip'}"
Yatra,ota,BLR-HYD,BLR,HYD,2026-09-09,T+1,3580.82,810.4,350.0,4741.22,Economy,Available,2026-09-08T08:51:50.425665,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.425597', 'source': 'Yatra'}"
EaseMyTrip,ota,BLR-HYD,BLR,HYD,2026-09-09,T+1,3549.15,849.68,0.0,4398.83,Economy,Available,2026-09-08T08:51:42.099150,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.099099', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BLR-HYD,BLR,HYD,2026-09-09,T+1,3850.85,701.64,350.0,4902.49,Economy,Available,2026-09-08T08:51:43.538889,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.538811', 'source': 'Cleartrip'}"
Ixigo,ota,BLR-HYD,BLR,HYD,2026-09-09,T+1,3839.9,724.22,350.0,4914.12,Economy,Available,2026-09-08T08:51:42.714188,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.713887', 'source': 'Ixigo'}"
Goibibo,ota,BLR-HYD,BLR,HYD,2026-09-09,T+1,3601.97,773.53,350.0,4725.5,Economy,Available,2026-09-08T08:51:53.032013,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:53.031922', 'source': 'Goibibo'}"
IndiGo,airline,BLR-HYD,BLR,HYD,2026-09-15,T+7,2897.16,574.06,0.0,3471.22,Economy,Available,2026-09-08T08:51:52.957686,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.957632', 'source': 'IndiGo'}"
Air India,airline,BLR-HYD,BLR,HYD,2026-09-15,T+7,3199.67,657.52,0.0,3857.19,Economy,Available,2026-09-08T08:51:52.978294,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:52.978223', 'source': 'Air India'}"
Akasa Air,airline,BLR-HYD,BLR,HYD,2026-09-15,T+7,2644.97,608.37,0.0,3253.34,Economy,Available,2026-09-08T08:51:43.030031,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:43.030003', 'source': 'Akasa Air'}"
SpiceJet,airline,BLR-HYD,BLR,HYD,2026-09-15,T+7,2796.46,506.71,0.0,3303.17,Economy,Available,2026-09-08T08:51:43.090699,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:43.090645', 'source': 'SpiceJet'}"
Air India Express,airline,BLR-HYD,BLR,HYD,2026-09-15,T+7,2623.75,529.42,0.0,3153.17,Economy,Available,2026-09-08T08:51:44.748745,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.748640', 'source': 'Air India Express'}"
MakeMyTrip,ota,BLR-HYD,BLR,HYD,2026-09-15,T+7,2997.36,703.88,350.0,4051.24,Economy,Available,2026-09-08T08:51:52.798860,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.798783', 'source': 'MakeMyTrip'}"
Yatra,ota,BLR-HYD,BLR,HYD,2026-09-15,T+7,2832.55,523.66,350.0,3706.21,Economy,Available,2026-09-08T08:51:50.537401,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.537342', 'source': 'Yatra'}"
EaseMyTrip,ota,BLR-HYD,BLR,HYD,2026-09-15,T+7,2785.05,610.61,0.0,3395.66,Economy,Available,2026-09-08T08:51:42.199782,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.199748', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BLR-HYD,BLR,HYD,2026-09-15,T+7,3076.77,690.12,350.0,4116.89,Economy,Available,2026-09-08T08:51:43.898215,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.898194', 'source': 'Cleartrip'}"
Ixigo,ota,BLR-HYD,BLR,HYD,2026-09-15,T+7,3036.4,668.57,350.0,4054.97,Economy,Available,2026-09-08T08:51:42.372125,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.372048', 'source': 'Ixigo'}"
Goibibo,ota,BLR-HYD,BLR,HYD,2026-09-15,T+7,3057.42,680.48,350.0,4087.9,Economy,Available,2026-09-08T08:51:53.089818,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:53.089743', 'source': 'Goibibo'}"
IndiGo,airline,BLR-HYD,BLR,HYD,2026-09-23,T+15,2443.75,574.44,0.0,3018.19,Economy,Available,2026-09-08T08:51:51.850106,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:51.850049', 'source': 'IndiGo'}"
Air India,airline,BLR-HYD,BLR,HYD,2026-09-23,T+15,2707.09,634.23,0.0,3341.32,Economy,Available,2026-09-08T08:51:53.101562,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:53.101495', 'source': 'Air India'}"
Akasa Air,airline,BLR-HYD,BLR,HYD,2026-09-23,T+15,2291.68,479.98,0.0,2771.66,Economy,Available,2026-09-08T08:51:42.971909,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.971847', 'source': 'Akasa Air'}"
SpiceJet,airline,BLR-HYD,BLR,HYD,2026-09-23,T+15,2421.29,478.13,0.0,2899.42,Economy,Available,2026-09-08T08:51:42.984816,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.984774', 'source': 'SpiceJet'}"
Air India Express,airline,BLR-HYD,BLR,HYD,2026-09-23,T+15,2431.08,561.34,0.0,2992.42,Economy,Available,2026-09-08T08:51:44.704949,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.704893', 'source': 'Air India Express'}"
MakeMyTrip,ota,BLR-HYD,BLR,HYD,2026-09-23,T+15,2605.44,562.1,350.0,3517.54,Economy,Available,2026-09-08T08:51:52.969401,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:52.969323', 'source': 'MakeMyTrip'}"
Yatra,ota,BLR-HYD,BLR,HYD,2026-09-23,T+15,2582.34,493.67,350.0,3426.01,Economy,Available,2026-09-08T08:51:50.553820,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.553743', 'source': 'Yatra'}"
EaseMyTrip,ota,BLR-HYD,BLR,HYD,2026-09-23,T+15,2576.14,539.18,0.0,3115.32,Economy,Available,2026-09-08T08:51:42.199492,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.199460', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BLR-HYD,BLR,HYD,2026-09-23,T+15,2712.84,636.29,350.0,3699.13,Economy,Available,2026-09-08T08:51:43.577189,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.577099', 'source': 'Cleartrip'}"
Ixigo,ota,BLR-HYD,BLR,HYD,2026-09-23,T+15,2660.49,616.02,350.0,3626.51,Economy,Available,2026-09-08T08:51:42.715009,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.714788', 'source': 'Ixigo'}"
Goibibo,ota,BLR-HYD,BLR,HYD,2026-09-23,T+15,2552.45,465.91,350.0,3368.36,Economy,Available,2026-09-08T08:51:52.945639,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:52.945584', 'source': 'Goibibo'}"
IndiGo,airline,BLR-HYD,BLR,HYD,2026-10-08,T+30,2122.07,431.53,0.0,2553.6,Economy,Available,2026-09-08T08:51:52.997276,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:52.997196', 'source': 'IndiGo'}"
Air India,airline,BLR-HYD,BLR,HYD,2026-10-08,T+30,2515.19,473.82,0.0,2989.01,Economy,Available,2026-09-08T08:51:51.679901,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:51.679846', 'source': 'Air India'}"
Akasa Air,airline,BLR-HYD,BLR,HYD,2026-10-08,T+30,2077.01,476.27,0.0,2553.28,Economy,Available,2026-09-08T08:51:43.029768,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:43.029706', 'source': 'Akasa Air'}"
SpiceJet,airline,BLR-HYD,BLR,HYD,2026-10-08,T+30,2052.65,401.47,0.0,2454.12,Economy,Available,2026-09-08T08:51:42.984566,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.984530', 'source': 'SpiceJet'}"
Air India Express,airline,BLR-HYD,BLR,HYD,2026-10-08,T+30,2142.09,469.48,0.0,2611.57,Economy,Available,2026-09-08T08:51:44.793464,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.793391', 'source': 'Air India Express'}"
MakeMyTrip,ota,BLR-HYD,BLR,HYD,2026-10-08,T+30,2302.69,423.4,350.0,3076.09,Economy,Available,2026-09-08T08:51:51.665358,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:51.665293', 'source': 'MakeMyTrip'}"
Yatra,ota,BLR-HYD,BLR,HYD,2026-10-08,T+30,2257.94,502.54,350.0,3110.48,Economy,Available,2026-09-08T08:51:50.518506,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.518437', 'source': 'Yatra'}"
EaseMyTrip,ota,BLR-HYD,BLR,HYD,2026-10-08,T+30,2282.69,455.32,0.0,2738.01,Economy,Available,2026-09-08T08:51:42.099642,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.099606', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BLR-HYD,BLR,HYD,2026-10-08,T+30,2406.96,473.53,350.0,3230.49,Economy,Available,2026-09-08T08:51:43.082088,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.082020', 'source': 'Cleartrip'}"
Ixigo,ota,BLR-HYD,BLR,HYD,2026-10-08,T+30,2273.55,503.84,350.0,3127.39,Economy,Available,2026-09-08T08:51:42.713202,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.713014', 'source': 'Ixigo'}"
Goibibo,ota,BLR-HYD,BLR,HYD,2026-10-08,T+30,2156.81,390.64,350.0,2897.45,Economy,Available,2026-09-08T08:51:51.687787,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:51.687727', 'source': 'Goibibo'}"
IndiGo,airline,BLR-HYD,BLR,HYD,2026-10-23,T+45,2088.95,391.78,0.0,2480.73,Economy,Available,2026-09-08T08:51:51.651902,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:51.651832', 'source': 'IndiGo'}"
Air India,airline,BLR-HYD,BLR,HYD,2026-10-23,T+45,2227.1,437.32,0.0,2664.42,Economy,Available,2026-09-08T08:51:51.696995,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:51.696941', 'source': 'Air India'}"
Akasa Air,airline,BLR-HYD,BLR,HYD,2026-10-23,T+45,1889.53,364.17,0.0,2253.7,Economy,Available,2026-09-08T08:51:42.576799,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.576662', 'source': 'Akasa Air'}"
SpiceJet,airline,BLR-HYD,BLR,HYD,2026-10-23,T+45,1946.26,449.29,0.0,2395.55,Economy,Available,2026-09-08T08:51:42.818121,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.818081', 'source': 'SpiceJet'}"
Air India Express,airline,BLR-HYD,BLR,HYD,2026-10-23,T+45,1966.27,417.91,0.0,2384.18,Economy,Available,2026-09-08T08:51:44.736894,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.736829', 'source': 'Air India Express'}"
MakeMyTrip,ota,BLR-HYD,BLR,HYD,2026-10-23,T+45,2117.67,381.52,350.0,2849.19,Economy,Available,2026-09-08T08:51:51.862762,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:51.862688', 'source': 'MakeMyTrip'}"
Yatra,ota,BLR-HYD,BLR,HYD,2026-10-23,T+45,2135.77,482.68,350.0,2968.45,Economy,Available,2026-09-08T08:51:50.490934,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:50.490881', 'source': 'Yatra'}"
EaseMyTrip,ota,BLR-HYD,BLR,HYD,2026-10-23,T+45,2091.27,452.64,0.0,2543.91,Economy,Available,2026-09-08T08:51:42.280642,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.280573', 'source': 'EaseMyTrip'}"
Cleartrip,ota,BLR-HYD,BLR,HYD,2026-10-23,T+45,2169.51,447.41,350.0,2966.92,Economy,Available,2026-09-08T08:51:43.370186,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.370117', 'source': 'Cleartrip'}"
Ixigo,ota,BLR-HYD,BLR,HYD,2026-10-23,T+45,2147.62,413.63,350.0,2911.25,Economy,Available,2026-09-08T08:51:42.277205,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.277171', 'source': 'Ixigo'}"
Goibibo,ota,BLR-HYD,BLR,HYD,2026-10-23,T+45,2088.73,442.1,350.0,2880.83,Economy,Available,2026-09-08T08:51:50.749952,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:50.749898', 'source': 'Goibibo'}"
IndiGo,airline,DEL-HYD,DEL,HYD,2026-09-09,T+1,7064.19,1389.11,0.0,8453.3,Economy,Available,2026-09-08T08:51:50.725524,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:50.725469', 'source': 'IndiGo'}"
Air India,airline,DEL-HYD,DEL,HYD,2026-09-09,T+1,8021.99,1496.15,0.0,9518.14,Economy,Available,2026-09-08T08:51:50.668044,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:50.667978', 'source': 'Air India'}"
Akasa Air,airline,DEL-HYD,DEL,HYD,2026-09-09,T+1,6836.51,1503.39,0.0,8339.9,Economy,Available,2026-09-08T08:51:42.193231,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.193180', 'source': 'Akasa Air'}"
SpiceJet,airline,DEL-HYD,DEL,HYD,2026-09-09,T+1,6820.04,1406.17,0.0,8226.21,Economy,Available,2026-09-08T08:51:42.984173,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.984136', 'source': 'SpiceJet'}"
Air India Express,airline,DEL-HYD,DEL,HYD,2026-09-09,T+1,6156.09,1152.43,0.0,7308.52,Economy,Available,2026-09-08T08:51:44.816249,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.816188', 'source': 'Air India Express'}"
MakeMyTrip,ota,DEL-HYD,DEL,HYD,2026-09-09,T+1,7047.42,1352.81,350.0,8750.23,Economy,Available,2026-09-08T08:51:50.735722,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:50.735668', 'source': 'MakeMyTrip'}"
Yatra,ota,DEL-HYD,DEL,HYD,2026-09-09,T+1,7220.3,1310.48,350.0,8880.78,Economy,Available,2026-09-08T08:51:51.564429,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:51.564326', 'source': 'Yatra'}"
EaseMyTrip,ota,DEL-HYD,DEL,HYD,2026-09-09,T+1,7025.65,1394.9,0.0,8420.55,Economy,Available,2026-09-08T08:51:42.279844,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.279773', 'source': 'EaseMyTrip'}"
Cleartrip,ota,DEL-HYD,DEL,HYD,2026-09-09,T+1,7500.37,1372.92,350.0,9223.29,Economy,Available,2026-09-08T08:51:43.082335,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:43.082308', 'source': 'Cleartrip'}"
Ixigo,ota,DEL-HYD,DEL,HYD,2026-09-09,T+1,7034.39,1273.7,350.0,8658.09,Economy,Available,2026-09-08T08:51:42.372693,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.372628', 'source': 'Ixigo'}"
Goibibo,ota,DEL-HYD,DEL,HYD,2026-09-09,T+1,7181.56,1422.5,350.0,8954.06,Economy,Available,2026-09-08T08:51:50.576607,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:50.576523', 'source': 'Goibibo'}"
IndiGo,airline,DEL-HYD,DEL,HYD,2026-09-15,T+7,5242.99,1122.0,0.0,6364.99,Economy,Available,2026-09-08T08:51:50.740487,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:50.740433', 'source': 'IndiGo'}"
Air India,airline,DEL-HYD,DEL,HYD,2026-09-15,T+7,5944.13,1402.83,0.0,7346.96,Economy,Available,2026-09-08T08:51:50.703886,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:50.703808', 'source': 'Air India'}"
Akasa Air,airline,DEL-HYD,DEL,HYD,2026-09-15,T+7,5442.34,1205.21,0.0,6647.55,Economy,Available,2026-09-08T08:51:42.192841,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.192777', 'source': 'Akasa Air'}"
SpiceJet,airline,DEL-HYD,DEL,HYD,2026-09-15,T+7,5098.28,1077.05,0.0,6175.33,Economy,Available,2026-09-08T08:51:42.717403,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.717324', 'source': 'SpiceJet'}"
Air India Express,airline,DEL-HYD,DEL,HYD,2026-09-15,T+7,4882.27,882.45,0.0,5764.72,Economy,Available,2026-09-08T08:51:44.732402,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.732343', 'source': 'Air India Express'}"
MakeMyTrip,ota,DEL-HYD,DEL,HYD,2026-09-15,T+7,5461.7,1211.17,350.0,7022.87,Economy,Available,2026-09-08T08:51:50.684350,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:50.684290', 'source': 'MakeMyTrip'}"
Yatra,ota,DEL-HYD,DEL,HYD,2026-09-15,T+7,5595.49,1089.29,350.0,7034.78,Economy,Available,2026-09-08T08:51:51.520581,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:51.520503', 'source': 'Yatra'}"
EaseMyTrip,ota,DEL-HYD,DEL,HYD,2026-09-15,T+7,5255.72,1130.66,0.0,6386.38,Economy,Available,2026-09-08T08:51:42.204120,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.204069', 'source': 'EaseMyTrip'}"
Cleartrip,ota,DEL-HYD,DEL,HYD,2026-09-15,T+7,5702.31,1161.08,350.0,7213.39,Economy,Available,2026-09-08T08:51:42.495175,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:42.495087', 'source': 'Cleartrip'}"
Ixigo,ota,DEL-HYD,DEL,HYD,2026-09-15,T+7,5757.96,1091.48,350.0,7199.44,Economy,Available,2026-09-08T08:51:42.277776,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.277745', 'source': 'Ixigo'}"
Goibibo,ota,DEL-HYD,DEL,HYD,2026-09-15,T+7,5386.54,1156.0,350.0,6892.54,Economy,Available,2026-09-08T08:51:50.693403,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:50.693337', 'source': 'Goibibo'}"
IndiGo,airline,DEL-HYD,DEL,HYD,2026-09-23,T+15,4806.39,1096.65,0.0,5903.04,Economy,Available,2026-09-08T08:51:50.644154,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:50.644102', 'source': 'IndiGo'}"
Air India,airline,DEL-HYD,DEL,HYD,2026-09-23,T+15,5087.92,1036.94,0.0,6124.86,Economy,Available,2026-09-08T08:51:51.615129,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:51.615015', 'source': 'Air India'}"
Akasa Air,airline,DEL-HYD,DEL,HYD,2026-09-23,T+15,4647.2,853.7,0.0,5500.9,Economy,Available,2026-09-08T08:51:42.351763,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.351733', 'source': 'Akasa Air'}"
SpiceJet,airline,DEL-HYD,DEL,HYD,2026-09-23,T+15,4701.0,874.07,0.0,5575.07,Economy,Available,2026-09-08T08:51:42.983893,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.983830', 'source': 'SpiceJet'}"
Air India Express,airline,DEL-HYD,DEL,HYD,2026-09-23,T+15,4497.85,868.58,0.0,5366.43,Economy,Available,2026-09-08T08:51:44.786004,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.785936', 'source': 'Air India Express'}"
MakeMyTrip,ota,DEL-HYD,DEL,HYD,2026-09-23,T+15,4956.05,998.05,350.0,6304.1,Economy,Available,2026-09-08T08:51:51.604698,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:51.604625', 'source': 'MakeMyTrip'}"
Yatra,ota,DEL-HYD,DEL,HYD,2026-09-23,T+15,4740.75,879.94,350.0,5970.69,Economy,Available,2026-09-08T08:51:51.545028,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:51.544950', 'source': 'Yatra'}"
EaseMyTrip,ota,DEL-HYD,DEL,HYD,2026-09-23,T+15,4640.01,1035.76,0.0,5675.77,Economy,Available,2026-09-08T08:51:42.281016,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.280964', 'source': 'EaseMyTrip'}"
Cleartrip,ota,DEL-HYD,DEL,HYD,2026-09-23,T+15,4856.71,1099.88,350.0,6306.59,Economy,Available,2026-09-08T08:51:42.449834,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:42.449785', 'source': 'Cleartrip'}"
Ixigo,ota,DEL-HYD,DEL,HYD,2026-09-23,T+15,4572.08,868.49,350.0,5790.57,Economy,Available,2026-09-08T08:51:42.277424,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.277393', 'source': 'Ixigo'}"
Goibibo,ota,DEL-HYD,DEL,HYD,2026-09-23,T+15,4951.89,1171.21,350.0,6473.1,Economy,Available,2026-09-08T08:51:50.713102,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:50.713020', 'source': 'Goibibo'}"
IndiGo,airline,DEL-HYD,DEL,HYD,2026-10-08,T+30,4287.28,946.41,0.0,5233.69,Economy,Available,2026-09-08T08:51:50.614325,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:50.614271', 'source': 'IndiGo'}"
Air India,airline,DEL-HYD,DEL,HYD,2026-10-08,T+30,4530.51,895.42,0.0,5425.93,Economy,Available,2026-09-08T08:51:50.595156,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:50.595098', 'source': 'Air India'}"
Akasa Air,airline,DEL-HYD,DEL,HYD,2026-10-08,T+30,4045.88,874.12,0.0,4920.0,Economy,Available,2026-09-08T08:51:42.351291,QP-1301,QP,"{'scraped_at': '2026-09-08T08:51:42.351225', 'source': 'Akasa Air'}"
SpiceJet,airline,DEL-HYD,DEL,HYD,2026-10-08,T+30,4004.6,810.52,0.0,4815.12,Economy,Available,2026-09-08T08:51:42.984366,SG-8169,SG,"{'scraped_at': '2026-09-08T08:51:42.984337', 'source': 'SpiceJet'}"
Air India Express,airline,DEL-HYD,DEL,HYD,2026-10-08,T+30,3827.7,897.85,0.0,4725.55,Economy,Available,2026-09-08T08:51:44.391187,IX-1422,IX,"{'scraped_at': '2026-09-08T08:51:44.391119', 'source': 'Air India Express'}"
MakeMyTrip,ota,DEL-HYD,DEL,HYD,2026-10-08,T+30,4207.16,866.93,350.0,5424.09,Economy,Available,2026-09-08T08:51:50.623791,6E-204,6E,"{'scraped_at': '2026-09-08T08:51:50.623739', 'source': 'MakeMyTrip'}"
Yatra,ota,DEL-HYD,DEL,HYD,2026-10-08,T+30,4173.34,969.98,350.0,5493.32,Economy,Available,2026-09-08T08:51:51.595905,AI-506,AI,"{'scraped_at': '2026-09-08T08:51:51.595838', 'source': 'Yatra'}"
EaseMyTrip,ota,DEL-HYD,DEL,HYD,2026-10-08,T+30,3999.11,776.7,0.0,4775.81,Economy,Available,2026-09-08T08:51:42.280214,QP-1102,QP,"{'scraped_at': '2026-09-08T08:51:42.280155', 'source': 'EaseMyTrip'}"
Cleartrip,ota,DEL-HYD,DEL,HYD,2026-10-08,T+30,4158.12,791.52,350.0,5299.64,Economy,Available,2026-09-08T08:51:42.818574,SG-8101,SG,"{'scraped_at': '2026-09-08T08:51:42.818540', 'source': 'Cleartrip'}"
Ixigo,ota,DEL-HYD,DEL,HYD,2026-10-08,T+30,4013.91,828.01,350.0,5191.92,Economy,Available,2026-09-08T08:51:42.276977,IX-2841,IX,"{'scraped_at': '2026-09-08T08:51:42.276940', 'source': 'Ixigo'}"
Goibibo,ota,DEL-HYD,DEL,HYD,2026-10-08,T+30,4443.69,884.18,350.0,5677.87,Economy,Available,2026-09-08T08:51:50.755861,6E-6104,6E,"{'scraped_at': '2026-09-08T08:51:50.755807', 'source': 'Goibibo'}"
IndiGo,airline,DEL-HYD,DEL,HYD,2026-10-23,T+45,3802.44,764.85,0.0,4567.29,Economy,Available,2026-09-08T08:51:50.629834,6E-512,6E,"{'scraped_at': '2026-09-08T08:51:50.629759', 'source': 'IndiGo'}"
Air India,airline,DEL-HYD,DEL,HYD,2026-10-23,T+45,4356.7,907.74,0.0,5264.44,Economy,Available,2026-09-08T08:51:51.628819,AI-805,AI,"{'scraped_at': '2026-09-08T08:51:51.628748', 'source': 'Air India'}"
